seniorcitizen,tenure,monthlycharges,gender_male,dependents_yes,phoneservice_yes,multiplelines_yes,internetservice_fiber optic,contract_one year,contract_two year,churn
0,6,29,0,0,0,1,0,0,1,0
0,1,51,1,0,1,1,0,0,1,1
0,2,70,1,0,1,0,1,0,0,0
0,9,60,1,0,1,1,1,0,0,0
0,19,20,1,1,1,0,1,0,0,0
0,1,70,1,0,1,0,0,0,0,1
0,27,54,1,0,1,1,0,0,1,0
0,56,24,1,1,1,1,0,0,0,0
0,19,26,0,1,1,1,0,0,0,0
0,13,73,1,0,1,0,0,0,0,0
0,50,45,1,1,1,1,1,0,1,0
0,52,21,1,1,1,1,1,0,0,0
1,32,106,1,0,1,1,0,0,1,1
0,12,20,0,1,1,1,1,0,0,0
0,38,70,1,0,1,0,1,0,0,1
0,72,110,0,0,1,0,0,1,0,0
0,45,42,1,0,0,1,1,0,0,0
0,27,24,0,1,1,0,1,0,0,0
0,68,80,0,0,1,0,0,0,0,0
0,34,105,1,0,1,1,1,0,1,0
0,14,90,0,1,1,0,0,1,0,1
0,6,21,1,0,1,1,0,0,0,0
1,63,108,1,0,1,1,1,0,1,0
0,13,75,0,0,1,1,1,0,1,0
0,52,81,1,0,1,1,0,1,0,0
0,52,59,0,0,1,1,1,0,1,0
0,24,20,0,1,1,1,1,1,0,0
0,53,104,0,1,1,1,1,0,0,0
0,29,101,1,1,1,1,1,0,1,0
0,52,101,0,1,1,1,1,0,1,0
0,37,36,1,0,0,1,0,0,1,0
0,60,61,0,0,0,0,0,0,0,0
0,32,95,1,1,1,1,1,0,0,0
1,66,108,1,1,1,1,1,0,1,0
0,54,20,1,1,1,0,0,0,0,0
0,1,21,1,0,1,0,0,0,0,0
0,47,19,0,1,1,0,0,1,0,0
0,3,20,1,0,1,0,0,0,1,0
0,17,20,1,0,1,1,1,0,0,0
0,70,104,1,0,1,1,1,0,0,1
0,1,21,0,0,1,0,0,0,0,0
0,36,71,0,0,1,0,0,1,0,0
0,5,81,1,0,1,1,1,0,0,1
0,43,79,1,1,1,0,1,0,0,0
0,52,105,0,0,1,1,0,0,1,1
0,1,20,1,1,1,0,0,0,0,0
0,8,84,0,1,1,0,0,0,0,1
1,27,78,0,0,1,1,0,0,0,1
0,38,66,0,0,1,1,1,0,0,0
0,20,20,0,1,1,0,0,1,0,0
0,12,21,1,1,1,0,0,1,0,0
0,23,57,1,1,1,1,1,0,0,0
0,18,74,0,0,1,1,1,0,0,0
0,1,51,1,1,1,1,0,0,0,1
0,62,55,0,1,1,0,1,0,0,0
1,1,70,0,0,1,1,1,0,0,1
0,11,69,1,0,1,0,0,0,0,0
0,39,51,0,0,0,0,0,1,0,0
1,72,65,1,0,0,0,0,0,1,0
1,64,112,1,1,1,1,0,0,1,0
0,56,93,1,0,1,0,0,0,0,0
0,70,20,0,1,1,1,1,0,0,0
0,2,70,1,0,1,1,1,0,0,0
1,72,112,0,0,1,1,1,0,0,0
0,9,79,1,1,1,0,1,0,0,1
1,66,102,0,0,1,1,1,0,0,0
0,40,90,1,0,1,1,1,1,0,0
1,12,101,1,0,1,1,1,0,0,1
0,5,80,0,0,1,0,0,0,0,1
0,43,75,1,0,1,1,1,1,0,1
0,13,19,0,0,1,0,0,0,1,0
0,18,19,0,1,1,1,0,1,0,0
0,55,26,1,0,1,1,0,0,1,0
0,4,55,0,0,1,1,1,0,0,0
0,40,42,1,0,0,0,0,0,1,1
0,40,64,0,1,1,1,0,0,1,0
0,1,20,1,0,1,1,0,0,1,0
0,8,87,1,0,1,0,0,0,1,1
0,19,25,0,1,0,0,0,0,0,0
0,5,20,0,0,1,0,0,0,0,0
1,32,91,0,0,1,0,0,0,0,0
0,4,70,0,0,1,0,0,1,0,1
0,60,105,0,0,1,0,1,0,0,0
0,4,78,1,0,1,1,1,1,0,1
0,72,87,1,0,1,1,1,0,0,0
0,10,20,0,1,1,0,0,1,0,0
0,51,48,1,1,1,0,0,0,1,0
1,9,100,1,0,1,1,1,0,0,1
0,16,19,0,1,1,1,0,1,0,0
0,1,21,1,1,1,0,0,1,0,0
1,60,81,1,1,1,1,0,0,1,0
0,35,72,1,1,1,0,0,0,0,0
0,7,67,0,0,1,0,0,0,1,0
0,15,91,1,1,1,0,0,0,1,0
1,55,90,0,0,1,0,0,0,0,0
0,8,45,1,1,1,0,0,0,1,0
0,66,66,1,1,1,0,0,0,0,0
0,29,20,1,1,1,0,1,0,0,0
1,37,101,1,0,1,0,0,0,0,1
0,9,25,1,0,0,1,1,0,0,0
0,14,20,1,0,1,1,1,0,0,0
0,20,97,0,0,1,0,0,0,1,0
1,14,46,0,0,0,1,0,0,1,0
0,11,20,1,1,1,1,0,0,1,0
0,68,110,1,1,1,1,0,0,0,0
0,37,65,0,0,1,0,1,0,0,1
0,60,77,1,1,1,0,1,0,0,0
0,28,60,0,0,1,0,1,0,0,0
0,61,81,1,0,1,0,0,0,0,0
0,55,45,0,0,1,1,0,0,1,0
0,17,85,0,1,1,0,0,0,0,1
0,1,21,1,0,1,1,1,0,0,0
0,15,102,1,1,1,0,0,0,0,0
1,2,73,1,0,1,1,1,0,1,0
0,42,21,1,1,1,0,1,0,0,0
0,69,85,0,0,1,0,1,0,0,0
0,6,71,0,0,1,0,0,1,0,0
0,38,95,1,1,1,0,0,0,0,0
0,12,56,1,1,1,0,0,1,0,0
0,60,60,1,1,1,0,0,0,0,0
0,10,36,0,0,0,1,1,0,0,0
0,1,44,0,0,1,0,0,0,1,1
0,16,20,0,1,1,1,1,1,0,0
1,25,69,0,0,1,1,1,1,0,0
0,72,64,1,0,0,0,0,0,0,0
0,20,85,1,0,1,0,0,0,0,1
0,71,24,1,0,1,0,0,1,0,0
0,1,31,1,1,0,1,1,1,0,1
0,9,20,1,0,1,1,1,1,0,0
0,26,87,1,0,1,1,0,1,0,0
0,58,60,1,0,1,1,0,0,1,1
0,7,69,0,0,1,1,0,1,0,0
0,2,80,1,0,1,1,0,0,1,0
0,72,111,1,1,1,0,0,0,0,0
0,44,96,0,0,1,1,1,0,0,1
0,56,20,0,0,1,1,1,0,0,0
1,58,90,1,1,1,1,1,0,0,0
1,1,49,1,1,1,1,1,0,0,1
0,72,115,0,0,1,0,1,1,0,0
0,55,65,0,0,1,0,0,0,1,0
0,28,91,1,0,1,1,1,1,0,0
1,4,69,1,0,1,0,0,1,0,0
0,72,90,1,0,1,0,1,1,0,0
0,25,20,0,0,1,1,1,0,0,0
0,1,20,1,0,1,1,1,0,1,0
0,65,20,1,1,1,0,0,0,0,0
0,32,76,0,0,1,1,1,0,1,0
1,1,74,0,0,1,0,0,1,0,1
0,60,50,0,0,0,1,0,0,1,0
0,60,50,0,1,0,0,0,1,0,0
0,47,20,1,0,1,1,1,0,0,0
0,63,102,1,0,1,0,0,0,0,0
0,44,71,1,0,1,0,0,0,1,0
0,68,108,1,0,1,1,0,0,1,1
0,72,106,1,0,1,1,1,0,0,0
0,68,83,0,1,1,0,1,0,0,1
0,1,72,1,1,1,0,0,0,1,1
0,9,45,1,0,1,1,1,0,0,1
0,8,44,1,0,1,1,1,0,0,0
0,45,100,1,1,1,0,0,0,0,0
0,71,85,0,0,1,0,0,0,0,0
1,16,87,1,0,1,0,0,0,0,1
0,22,20,1,1,1,0,1,0,1,0
0,37,99,1,0,1,0,1,0,0,1
0,8,20,0,1,1,1,0,0,0,0
1,20,91,0,0,1,1,0,1,0,0
0,50,114,1,0,1,1,1,0,0,0
0,28,56,0,0,1,0,0,0,0,0
0,69,74,0,1,1,0,0,0,0,0
0,32,75,0,0,1,1,1,0,0,0
0,15,20,0,0,1,0,0,0,0,0
0,72,113,0,0,1,0,0,1,0,0
0,37,20,1,0,1,0,0,0,0,0
1,50,75,1,1,1,0,1,0,0,0
0,51,60,1,0,1,1,1,0,0,0
0,30,75,0,0,1,0,0,1,0,0
0,50,20,0,0,1,1,1,0,0,0
0,49,108,0,1,1,0,1,0,0,1
0,34,30,1,1,0,1,0,0,0,0
0,13,19,0,1,1,1,1,0,0,0
0,72,92,1,0,1,0,0,1,0,0
0,42,20,1,0,1,0,1,0,0,0
0,27,81,1,0,1,0,0,0,0,0
0,66,91,0,1,1,0,1,0,0,0
0,61,44,0,0,0,0,1,0,0,0
0,12,49,1,1,1,0,1,0,1,0
0,35,26,1,0,1,1,1,0,0,0
0,62,20,1,0,1,0,0,0,1,0
0,64,19,0,0,1,0,0,0,0,0
0,9,20,1,0,1,0,1,0,0,0
1,34,96,0,0,1,1,1,0,0,0
0,21,74,0,1,1,1,1,0,1,1
0,13,63,0,1,1,1,1,0,1,0
1,1,45,1,0,1,1,0,1,0,0
0,1,25,1,0,0,0,0,0,0,1
1,8,20,0,0,1,0,0,0,0,1
0,18,100,0,0,1,0,1,0,0,1
0,10,50,1,1,1,0,0,1,0,0
0,1,20,1,0,1,1,0,0,0,1
0,67,26,0,0,1,0,0,1,0,0
0,10,56,0,1,1,0,1,1,0,0
0,71,104,0,0,1,1,1,0,0,0
0,26,46,0,1,0,0,0,0,0,0
0,6,51,0,0,1,0,1,1,0,1
0,2,70,0,0,1,1,1,0,0,1
0,72,26,0,0,1,0,0,0,0,0
0,28,91,1,0,1,0,0,0,1,0
0,69,79,1,1,1,1,1,0,0,0
0,17,20,1,0,1,1,1,0,1,0
1,60,106,0,0,1,0,0,0,0,1
0,53,20,1,0,1,1,0,1,0,0
0,3,85,0,1,1,0,0,0,0,1
0,70,20,1,0,1,0,0,0,1,0
0,4,49,1,1,1,0,0,0,1,1
0,56,20,0,0,1,0,0,0,0,0
0,58,99,0,1,1,1,1,0,0,0
0,31,94,1,0,1,0,0,0,0,1
0,13,52,1,1,1,0,0,0,1,0
0,26,55,0,0,1,0,0,0,1,0
0,38,20,0,1,1,1,0,0,1,0
0,27,59,1,0,1,1,1,0,0,0
0,7,86,0,0,1,0,0,0,0,1
0,26,80,1,0,1,1,1,0,0,1
0,29,19,1,0,1,0,0,1,0,0
0,22,89,1,1,1,1,1,0,0,0
0,4,20,1,0,1,1,1,0,0,0
0,2,45,0,0,1,0,0,0,1,0
0,1,45,1,0,0,1,1,0,0,1
0,18,19,1,0,1,1,1,1,0,0
0,8,55,0,1,1,0,0,0,0,0
0,59,106,0,1,1,0,0,1,0,0
0,2,20,1,0,1,0,1,0,0,0
1,72,117,0,0,1,1,0,0,1,0
1,26,98,0,0,1,0,0,1,0,0
0,1,19,1,1,1,1,1,1,0,1
0,35,80,0,0,1,1,0,1,0,0
0,7,19,1,0,1,0,0,1,0,0
0,48,61,0,0,1,0,0,0,1,0
0,64,66,0,1,1,1,1,0,0,0
1,1,25,0,0,0,0,0,0,0,1
0,52,85,1,0,1,1,0,0,1,1
0,29,74,0,0,1,1,1,0,0,0
0,42,100,0,1,1,0,1,0,1,0
0,24,54,1,0,1,0,0,1,0,0
0,16,113,0,1,1,0,0,1,0,0
0,9,99,1,0,1,1,0,0,1,0
0,2,53,1,0,1,1,1,0,1,0
1,16,54,0,0,1,0,0,1,0,0
0,38,105,1,0,1,1,1,0,0,0
0,15,103,1,0,1,1,1,0,1,0
0,36,35,1,0,0,0,0,0,0,0
0,2,95,1,0,1,1,0,0,1,1
0,11,89,0,0,1,1,1,0,0,0
0,72,112,0,0,1,1,1,0,0,0
0,68,115,0,0,1,1,1,0,0,0
0,30,21,1,0,1,0,0,0,0,0
0,21,55,1,0,1,1,0,0,1,0
0,31,94,1,0,1,1,1,0,0,0
1,27,96,1,0,1,0,1,0,0,1
0,5,80,1,0,1,0,1,0,0,0
1,42,56,0,0,1,0,1,0,0,0
0,2,45,0,0,0,0,0,0,0,1
0,1,80,0,0,1,1,0,0,1,1
0,36,93,0,1,1,0,0,0,1,0
0,72,110,0,0,1,1,1,0,0,0
1,49,102,0,0,1,0,1,0,0,0
0,72,24,0,1,1,0,1,0,1,0
0,67,111,1,1,1,1,1,0,1,1
0,25,109,0,0,1,1,1,0,0,0
0,61,51,0,1,0,0,1,1,0,0
0,72,110,1,0,1,0,0,0,0,0
0,65,92,1,0,1,0,0,0,1,1
0,4,51,0,0,1,1,1,0,0,0
1,37,37,1,0,0,0,0,1,0,0
1,32,55,0,0,1,0,0,0,0,0
0,72,20,0,1,1,0,0,0,1,0
0,72,67,0,1,1,1,0,0,1,0
1,54,55,1,0,0,0,0,0,0,0
0,72,80,0,0,1,0,0,0,0,0
0,21,65,1,0,1,1,1,0,0,0
0,65,59,0,0,1,1,1,0,0,0
0,67,60,1,1,1,1,1,1,0,0
0,50,25,1,0,1,0,1,0,0,0
0,7,20,1,0,1,0,0,0,1,0
0,35,113,0,0,1,1,1,0,0,0
1,5,70,1,0,1,1,1,0,0,1
0,53,24,1,0,1,1,0,0,1,0
1,70,106,0,0,1,0,0,0,0,0
0,59,77,1,1,1,0,0,0,0,0
0,1,20,1,0,1,0,1,0,0,1
0,7,95,0,0,1,0,1,0,0,1
0,3,46,0,0,1,0,0,1,0,0
0,2,76,1,0,1,1,1,0,1,1
0,69,54,1,0,1,1,0,0,1,0
0,20,106,0,1,1,0,0,1,0,1
1,57,55,0,0,0,1,1,0,0,0
1,32,80,0,0,1,0,0,0,1,0
1,47,86,1,0,1,1,1,0,0,1
0,71,85,1,1,1,0,0,0,0,0
0,48,45,0,0,0,1,0,0,1,1
0,72,117,1,1,1,0,0,1,0,0
0,4,81,1,1,1,1,1,1,0,1
0,1,46,1,0,1,0,0,0,1,0
0,70,25,1,0,1,1,0,0,1,0
0,57,20,0,1,1,0,0,0,0,0
0,72,108,1,0,1,0,0,0,1,0
1,62,84,0,0,1,0,0,0,0,0
0,4,20,1,0,1,0,0,1,0,0
0,15,49,0,0,1,0,0,0,1,0
0,30,56,1,0,1,0,1,0,0,0
1,17,82,1,0,1,0,0,0,0,1
0,71,114,1,1,1,1,0,0,1,0
1,2,24,1,0,0,0,0,1,0,1
0,35,49,1,0,0,1,1,0,0,0
0,66,80,1,1,1,0,0,0,1,0
0,44,54,1,0,0,0,1,0,0,1
0,50,94,1,0,1,1,1,0,1,0
0,4,20,0,1,1,1,1,0,0,0
0,12,25,0,1,1,1,1,1,0,0
0,48,100,0,0,1,0,0,1,0,0
0,8,19,1,1,1,0,0,0,0,0
0,25,55,1,1,1,0,1,0,0,0
0,72,110,1,0,1,1,1,0,1,0
0,54,80,1,1,1,1,0,0,1,0
0,7,81,0,0,1,0,1,1,0,0
0,68,86,1,1,1,1,1,0,0,0
0,33,93,1,0,1,0,1,0,0,0
0,52,35,0,0,0,1,1,1,0,0
1,47,85,1,1,1,0,1,0,0,0
0,57,60,1,0,1,0,1,0,0,0
0,72,101,0,0,1,0,0,0,0,0
0,10,30,1,0,0,1,1,1,0,1
1,65,105,0,0,1,1,0,0,1,1
0,72,109,0,0,1,1,1,1,0,1
0,70,98,1,1,1,1,0,0,1,0
0,18,81,1,0,1,1,1,0,0,1
0,23,41,1,1,0,1,1,0,0,0
1,34,76,1,0,1,0,0,0,0,0
0,33,60,0,0,0,0,0,1,0,0
1,43,108,0,0,1,0,0,0,0,1
0,4,56,0,0,1,0,1,0,0,0
0,63,41,1,1,0,0,0,0,1,0
0,2,20,0,0,1,1,1,0,0,0
0,32,54,0,0,1,1,0,0,1,0
0,7,71,0,0,1,0,0,1,0,1
0,26,75,1,0,1,1,1,0,0,0
0,70,117,1,1,1,1,0,0,1,0
1,3,88,0,1,1,0,0,1,0,1
1,35,111,0,0,1,1,0,0,0,0
0,63,80,1,0,1,0,0,0,1,0
0,16,68,0,1,1,1,1,0,0,0
0,66,75,1,1,1,1,1,0,0,0
0,71,25,1,1,1,0,0,0,0,0
0,71,20,1,0,1,0,0,0,1,0
0,1,77,0,0,1,0,1,0,0,1
0,57,20,0,1,1,1,1,0,0,0
1,27,75,0,0,1,0,0,0,1,1
0,7,74,1,0,1,1,1,0,0,0
0,30,20,0,0,1,1,1,0,0,1
0,50,40,0,0,0,0,0,0,0,0
0,70,110,0,0,1,0,0,0,1,0
0,71,86,1,0,1,1,1,0,0,0
0,29,20,0,1,1,0,0,0,1,0
0,18,25,1,0,0,0,1,0,0,0
0,13,76,0,0,1,0,1,0,0,0
0,26,20,1,0,1,0,1,0,1,0
0,1,80,0,0,1,1,1,0,0,1
0,54,70,1,0,1,1,0,0,1,0
0,41,114,0,0,1,1,1,0,0,1
1,30,90,1,0,1,0,1,0,0,0
0,19,25,0,0,1,0,0,1,0,0
1,28,39,0,1,0,0,0,1,0,0
1,6,81,1,0,1,1,1,0,0,0
1,69,110,0,0,1,1,0,0,1,0
0,5,96,0,0,1,0,0,0,0,1
0,70,101,1,0,1,1,0,0,1,0
0,15,88,0,0,1,1,1,0,0,1
0,2,70,1,0,1,0,1,0,0,0
0,2,45,0,0,0,0,0,0,0,1
0,72,21,1,0,1,0,0,0,0,0
1,1,70,0,0,1,0,0,0,1,0
0,48,20,0,1,1,1,1,0,0,0
0,3,51,0,0,1,0,0,1,0,1
0,2,84,0,0,1,1,0,1,0,0
0,27,19,1,1,1,0,0,0,0,0
0,9,91,0,0,1,0,0,1,0,1
0,1,19,1,0,1,0,0,1,0,0
0,12,51,0,0,1,1,1,0,0,0
0,18,20,0,0,1,0,1,0,0,0
0,47,113,1,1,1,1,0,0,1,0
0,31,60,1,1,0,1,0,0,1,0
0,43,86,1,0,1,0,1,0,0,0
0,41,80,0,0,1,1,1,0,0,0
0,12,19,0,0,1,0,0,0,0,0
0,29,58,0,0,1,1,1,0,0,0
0,49,19,0,0,1,1,1,0,1,0
0,72,64,0,1,0,1,1,0,0,0
1,44,85,0,0,1,0,0,0,1,0
0,51,25,1,0,1,0,1,0,0,0
0,34,89,1,0,1,0,0,0,0,0
0,3,30,1,0,0,0,0,0,0,1
0,58,25,0,1,1,0,0,0,0,0
0,33,80,0,0,1,1,1,0,0,0
0,16,73,0,1,1,1,1,1,0,0
0,44,25,1,1,1,0,0,0,0,0
0,59,69,0,0,1,0,1,0,0,0
1,32,86,0,0,1,0,1,0,1,1
0,44,106,1,0,1,0,0,1,0,0
1,57,71,1,0,1,0,0,0,1,0
0,4,89,0,0,1,0,0,0,0,1
0,8,24,1,1,1,0,0,0,0,0
0,3,45,0,0,1,0,0,0,0,0
0,10,24,0,0,1,0,0,0,0,0
0,5,24,0,1,1,1,0,0,1,0
1,46,69,0,0,1,0,0,1,0,0
0,12,20,0,0,1,0,0,0,0,0
1,47,60,1,0,1,0,0,1,0,0
0,19,20,0,1,1,1,0,1,0,0
0,41,75,1,1,1,0,0,1,0,0
0,18,76,1,0,1,1,1,0,0,0
0,1,51,1,0,1,0,0,0,0,1
0,21,90,0,0,1,1,0,0,1,0
0,72,114,1,1,1,1,0,1,0,0
0,14,56,0,0,1,0,0,0,0,0
0,55,20,0,1,1,1,1,0,0,0
0,9,94,0,0,1,0,0,1,0,1
0,46,80,1,1,1,0,0,0,0,0
0,11,61,1,0,1,0,1,0,1,0
1,48,104,0,1,1,1,1,1,0,0
0,36,95,0,0,1,0,0,0,0,0
0,49,107,0,0,1,1,0,0,0,0
0,43,50,0,1,1,0,1,1,0,0
1,2,57,0,0,1,1,1,0,0,0
0,71,47,0,0,0,1,1,0,1,0
0,41,21,0,0,1,0,1,0,0,0
0,40,75,1,1,1,0,0,0,0,0
0,1,24,0,0,0,0,1,1,0,0
0,1,20,0,0,1,1,1,0,0,0
0,65,90,0,1,1,0,1,0,0,0
0,42,25,0,0,1,0,0,1,0,0
0,1,50,0,1,1,1,0,0,1,0
0,42,100,1,0,1,0,0,0,0,0
0,44,54,1,0,0,0,0,1,0,0
0,4,29,0,0,0,1,0,0,1,0
0,23,60,1,1,1,0,1,1,0,0
0,59,65,1,0,1,1,0,0,0,0
0,53,20,0,0,1,0,1,0,0,0
0,22,50,0,0,0,0,0,0,1,0
0,28,51,1,1,0,1,1,0,1,0
0,4,91,1,0,1,1,0,1,0,0
0,25,20,1,1,1,1,1,0,0,0
0,29,31,0,0,0,0,0,0,0,1
1,2,79,0,0,1,0,0,1,0,1
0,11,80,1,0,1,0,1,0,0,0
0,15,20,0,0,1,0,0,0,1,0
0,4,88,1,0,1,1,1,0,0,1
1,72,108,0,0,1,0,0,0,0,0
0,31,49,0,0,1,0,0,0,0,0
0,69,20,0,1,1,1,1,1,0,0
0,69,110,0,0,1,1,1,0,1,0
0,29,76,0,0,1,1,0,0,1,0
0,72,55,1,1,1,0,0,0,0,0
0,1,71,0,0,1,0,0,0,0,1
1,25,103,0,0,1,1,0,0,0,1
0,33,79,1,0,1,0,0,1,0,0
0,17,70,0,0,1,1,0,0,1,0
0,72,114,1,0,1,0,1,0,0,0
0,12,74,1,1,1,1,0,0,1,1
0,33,79,0,1,1,1,1,0,1,0
0,60,20,1,1,1,1,1,0,1,0
0,11,36,0,0,0,0,0,0,0,0
0,12,79,0,0,1,0,1,0,0,1
0,72,116,0,0,1,0,0,0,0,0
0,47,20,0,0,1,0,0,0,1,0
0,49,99,0,0,1,1,1,0,1,0
0,67,53,0,0,0,1,1,0,1,0
0,1,69,0,0,1,0,0,1,0,1
1,27,81,1,0,1,0,0,0,0,1
0,69,46,0,1,0,1,1,0,0,0
1,35,108,0,0,1,1,1,0,0,0
0,8,29,0,0,0,0,0,0,0,0
0,24,56,1,0,1,0,1,1,0,1
0,1,24,1,0,0,1,1,0,1,0
1,65,94,0,0,1,1,1,0,0,0
0,14,50,1,0,1,1,1,0,0,0
0,22,50,0,0,1,0,1,0,0,0
0,9,86,1,0,1,1,1,1,0,0
0,52,63,1,0,1,1,0,0,1,0
0,47,20,0,1,1,0,0,0,0,0
1,72,104,1,0,1,1,0,0,0,1
0,40,71,1,0,1,1,1,0,1,0
0,62,44,0,0,0,1,1,0,0,0
0,19,56,0,0,1,0,0,0,1,0
0,55,85,0,1,1,1,0,0,1,0
0,53,20,0,0,1,0,0,0,0,0
1,59,83,1,0,1,0,1,0,0,0
0,1,50,0,1,1,0,0,0,1,1
0,2,71,0,0,1,0,0,0,0,1
0,32,91,1,1,1,0,0,0,1,0
0,3,75,0,0,1,0,0,0,0,0
0,27,53,0,0,1,0,0,0,1,0
0,8,54,1,1,1,0,0,1,0,0
1,30,75,1,0,1,0,0,0,0,0
0,39,106,1,0,1,1,1,0,0,0
0,40,20,1,1,1,0,0,1,0,0
0,56,69,0,1,1,0,1,0,0,0
0,24,74,1,0,1,1,1,0,1,0
0,1,44,0,1,1,0,1,0,0,1
0,25,86,1,1,1,0,0,0,1,0
0,71,20,1,1,1,0,0,1,0,0
0,64,25,0,1,1,1,1,0,0,0
0,8,20,1,1,1,0,1,0,0,0
0,12,80,0,0,1,1,0,0,1,0
0,38,20,0,0,1,0,0,0,0,0
0,15,66,0,1,1,0,0,0,0,0
0,25,54,0,0,0,0,0,1,0,0
0,16,89,0,1,1,1,1,0,0,1
0,1,25,1,1,0,0,0,1,0,1
0,4,24,0,0,0,0,1,1,0,1
0,5,84,0,1,1,1,1,0,0,1
0,1,79,0,1,1,0,1,1,0,1
1,24,20,0,0,1,0,0,1,0,0
0,8,94,0,1,1,1,0,0,1,1
0,28,90,0,1,1,0,0,0,0,1
0,46,54,0,0,1,1,1,1,0,1
0,58,94,1,1,1,0,0,1,0,0
1,68,61,0,0,1,0,1,0,0,0
0,56,53,1,0,1,1,1,0,1,0
0,1,19,1,0,1,0,0,0,0,1
1,26,19,1,0,1,1,0,0,1,0
0,1,75,1,0,1,1,1,0,0,1
1,9,75,0,0,1,1,0,0,0,1
0,24,90,1,0,1,1,0,0,0,1
0,68,77,1,0,1,0,0,0,1,0
0,72,90,1,1,1,0,1,0,0,0
0,3,56,1,1,1,1,1,0,0,0
0,56,20,1,0,1,1,1,0,0,0
1,28,36,0,1,0,0,0,0,0,0
0,24,86,1,0,1,0,0,0,0,0
0,64,108,1,0,1,0,0,0,0,0
0,19,45,0,0,0,1,1,0,1,1
0,38,80,0,1,1,0,0,0,0,1
0,24,50,1,0,1,1,1,0,0,0
1,72,25,1,0,1,0,1,0,0,0
0,68,73,1,1,1,0,1,0,0,0
1,72,84,1,0,1,0,1,0,0,0
0,1,76,0,0,1,1,1,0,0,0
0,15,52,1,0,1,0,0,0,0,1
1,8,74,0,0,1,1,1,0,0,0
0,9,80,1,0,1,1,1,0,0,1
0,8,20,0,0,1,0,0,0,0,0
1,29,79,1,0,1,1,0,1,0,0
1,24,79,1,0,1,1,1,0,0,1
1,50,96,1,0,1,1,1,0,0,1
0,32,36,1,1,0,0,0,1,0,0
0,38,25,1,1,1,1,1,0,0,0
0,66,84,1,1,1,1,1,0,0,0
0,69,26,1,1,1,0,0,1,0,0
0,72,92,1,1,1,1,1,0,0,0
0,19,58,0,0,1,1,0,1,0,0
0,69,79,1,1,1,0,1,0,0,0
0,71,48,0,0,0,0,1,1,0,0
0,72,84,1,1,1,0,0,0,1,0
0,25,74,1,0,1,0,0,0,0,0
0,6,20,0,1,1,1,1,0,0,0
0,13,97,1,1,1,0,0,0,0,0
0,35,55,1,0,1,0,0,1,0,1
0,10,20,0,0,1,0,0,0,1,0
0,72,106,0,0,1,1,0,1,0,0
0,68,20,1,1,1,0,0,1,0,0
1,1,91,0,0,1,0,0,0,1,1
0,29,26,0,1,1,0,0,0,0,0
0,33,39,1,0,0,1,0,1,0,0
0,69,104,0,0,1,0,0,0,0,0
0,17,84,0,0,1,0,1,0,0,0
0,9,73,0,1,1,1,1,1,0,1
1,1,26,0,0,0,0,0,0,1,1
0,41,56,0,0,1,1,0,0,0,0
0,22,59,0,0,1,0,0,0,0,0
0,13,94,0,0,1,0,0,0,1,1
1,62,80,0,0,1,0,1,0,0,0
0,4,51,0,1,1,1,1,0,0,1
0,12,19,0,0,1,0,0,0,1,0
0,72,65,1,1,0,0,1,0,0,0
0,1,20,1,0,1,0,0,0,0,1
1,70,76,0,0,1,1,1,0,0,0
0,2,20,0,1,1,0,0,0,0,0
0,28,83,0,1,1,1,0,0,0,0
0,4,45,0,0,1,1,0,0,0,1
0,13,97,1,1,1,1,0,0,1,1
1,49,88,1,0,1,0,0,1,0,0
0,1,79,0,1,1,1,1,0,1,1
0,1,19,0,1,1,0,0,1,0,0
0,8,100,0,0,1,0,0,0,0,1
1,15,96,1,0,1,0,0,1,0,0
0,4,71,0,0,1,0,1,0,0,1
0,3,102,1,0,1,0,0,1,0,1
0,71,54,1,0,1,0,1,0,0,0
0,3,92,0,0,1,1,1,0,1,1
0,5,90,1,1,1,1,1,0,0,0
0,41,20,0,0,1,1,1,0,0,0
0,2,44,1,1,1,0,0,0,1,0
0,1,79,0,0,1,0,1,0,0,1
0,64,70,1,0,1,1,1,0,0,0
0,71,104,1,0,1,0,0,1,0,0
0,61,89,0,0,1,1,0,1,0,0
0,66,75,1,0,1,0,0,0,1,0
0,64,60,1,1,0,0,0,0,0,0
0,70,112,0,0,1,1,1,1,0,0
0,58,67,0,1,1,1,0,0,1,0
0,1,76,0,0,1,0,0,0,1,1
0,38,19,0,0,1,0,0,1,0,0
0,29,71,1,0,1,0,0,0,1,0
0,2,97,1,1,1,0,1,0,1,0
0,8,66,0,0,1,1,1,1,0,0
0,1,69,1,0,1,0,1,0,0,1
0,47,96,1,1,1,0,0,0,0,0
0,41,19,0,1,1,1,0,1,0,0
0,72,45,1,1,0,1,0,0,0,0
0,58,93,1,1,1,0,0,1,0,0
1,4,74,0,0,1,1,1,1,0,0
0,4,75,1,0,1,1,1,0,0,1
0,24,69,0,0,1,0,0,0,0,0
0,26,50,0,1,1,0,0,0,1,0
0,71,91,1,1,1,1,1,0,0,0
0,1,89,1,0,1,1,0,0,1,0
0,23,70,0,1,1,0,0,0,0,0
0,56,76,1,0,1,1,0,1,0,0
0,27,80,1,1,1,0,0,0,0,1
0,4,20,0,1,1,1,1,0,0,1
0,57,54,1,0,0,0,0,1,0,0
0,29,25,1,0,0,1,1,0,0,0
